"B [mm]","L [mm]","R1 [mm]","R2 [mm]","Freq [GHz]","dB(S(1,1)) []"
17.5,16.3,5.6,6.8,5.9,-14.7429151411956
17.5,16.3,5.6,6.8,5.92,-12.3131906212456
17.5,16.3,5.6,6.8,5.94,-10.5168234445805
17.5,16.3,5.6,6.8,5.96,-9.12776329706507
17.5,16.3,5.6,6.8,5.98,-8.0202320367292
17.5,16.3,5.6,6.8,6,-7.1175742687408
17.5,16.3,5.6,6.8,6.02,-6.36972874912614
17.5,16.3,5.6,6.8,6.04,-5.74224742408783
17.5,16.3,5.6,6.8,6.06,-5.2104444409506
17.5,16.3,5.6,6.8,6.08,-4.75604799963891
17.5,16.3,5.6,6.8,6.1,-4.36517358784295
17.5,16.3,5.6,6.8,6.12,-4.02704061273712
17.5,16.3,5.6,6.8,6.14,-3.73312883194238
17.5,16.3,5.6,6.8,6.16,-3.47660565751182
17.5,16.3,5.6,6.8,6.18,-3.25192596974437
17.5,16.3,5.6,6.8,6.2,-3.05454507184073
17.5,16.3,5.6,6.8,6.22,-2.88070788208083
17.5,16.3,5.6,6.8,6.24,-2.72729082785228
17.5,16.3,5.6,6.8,6.26,-2.59168106768481
17.5,16.3,5.6,6.8,6.28,-2.47168276190489
17.5,16.3,5.6,6.8,6.3,-2.36544335820767
17.5,16.3,5.6,6.8,6.32,-2.27139496870628
17.5,16.3,5.6,6.8,6.34,-2.1882073159265
17.5,16.3,5.6,6.8,6.36,-2.11474967533795
17.5,16.3,5.6,6.8,6.38,-2.0500599005081
17.5,16.3,5.6,6.8,6.4,-1.99331908317394
17.5,16.3,5.6,6.8,6.42,-1.94383073737759
17.5,16.3,5.6,6.8,6.44,-1.9010036448213
17.5,16.3,5.6,6.8,6.46,-1.86433768431647
17.5,16.3,5.6,6.8,6.48,-1.83341210936195
17.5,16.3,5.6,6.8,6.5,-1.80787584657154
17.5,16.3,5.6,7.1,5.5,-1.63800634340831
17.5,16.3,5.6,7.1,5.52,-1.75645550673387
17.5,16.3,5.6,7.1,5.54,-1.89153789866007
17.5,16.3,5.6,7.1,5.56,-2.04612021720182
17.5,16.3,5.6,7.1,5.58,-2.22369123201462
17.5,16.3,5.6,7.1,5.6,-2.42851850411294
17.5,16.3,5.6,7.1,5.62,-2.66584983095865
17.5,16.3,5.6,7.1,5.64,-2.94217378363123
17.5,16.3,5.6,7.1,5.66,-3.26555933534616
17.5,16.3,5.6,7.1,5.68,-3.64610348661278
17.5,16.3,5.6,7.1,5.7,-4.09653093507988
17.5,16.3,5.6,7.1,5.72,-4.63301754650699
17.5,16.3,5.6,7.1,5.74,-5.27636344796371
17.5,16.3,5.6,7.1,5.76,-6.05375261741871
17.5,16.3,5.6,7.1,5.78,-7.00157385839731
17.5,16.3,5.6,7.1,5.8,-8.17031027808453
17.5,16.3,5.6,7.1,5.82,-9.63375751254391
17.5,16.3,5.6,7.1,5.84,-11.5079716680113
17.5,16.3,5.6,7.1,5.86,-13.9935411364297
17.5,16.3,5.6,7.1,5.88,-17.4704501587631
17.5,16.3,5.6,7.1,5.9,-22.4845011317094
17.5,16.3,5.6,7.1,5.92,-24.8976738733549
17.5,16.3,5.6,7.1,5.94,-19.9387865751699
17.5,16.3,5.6,7.1,5.96,-15.9737683099759
17.5,16.3,5.6,7.1,5.98,-13.2592875280158
17.5,16.3,5.6,7.1,6,-11.281658570473
17.5,16.3,5.6,7.1,6.02,-9.76813409124698
17.5,16.3,5.6,7.1,6.04,-8.5698346476863
17.5,16.3,5.6,7.1,6.06,-7.59803361516571
17.5,16.3,5.6,7.1,6.08,-6.79585158267109
17.5,16.3,5.6,7.1,6.1,-6.12471038476411
17.5,16.3,5.6,7.1,6.12,-5.55726863865195
17.5,16.3,5.6,7.1,6.14,-5.07345862770899
17.5,16.3,5.6,7.1,6.16,-4.65812828115715
17.5,16.3,5.6,7.1,6.18,-4.2995698094703
17.5,16.3,5.6,7.1,6.2,-3.9885645193575
17.5,16.3,5.6,7.1,6.22,-3.71774113447522
17.5,16.3,5.6,7.1,6.24,-3.48113136705558
17.5,16.3,5.6,7.1,6.26,-3.27385348917914
17.5,16.3,5.6,7.1,6.28,-3.09188135364764
17.5,16.3,5.6,7.1,6.3,-2.9318720077581
17.5,16.3,5.6,7.1,6.32,-2.79103452143854
17.5,16.3,5.6,7.1,6.34,-2.66702850947931
17.5,16.3,5.6,7.1,6.36,-2.55788452616463
17.5,16.3,5.6,7.1,6.38,-2.46194089494072
17.5,16.3,5.6,7.1,6.4,-2.3777931060268
17.5,16.3,5.6,7.1,6.42,-2.30425297205017
17.5,16.3,5.6,7.1,6.44,-2.24031545964884
17.5,16.3,5.6,7.1,6.46,-2.18513162736493
17.5,16.3,5.6,7.1,6.48,-2.13798646860806
17.5,16.3,5.6,7.1,6.5,-2.09828072872676
17.5,16.3,5.9,5.6,5.5,-2.78495068540528
17.5,16.3,5.9,5.6,5.52,-3.0877505999372
17.5,16.3,5.9,5.6,5.54,-3.44620740260886
17.5,16.3,5.9,5.6,5.56,-3.87343543388984
17.5,16.3,5.9,5.6,5.58,-4.38637494805262
17.5,16.3,5.9,5.6,5.6,-5.0071701125992
17.5,16.3,5.9,5.6,5.62,-5.76524684847881
17.5,16.3,5.9,5.6,5.64,-6.70067521119509
17.5,16.3,5.9,5.6,5.66,-7.87013115478566
17.5,16.3,5.9,5.6,5.68,-9.35868295189055
17.5,16.3,5.9,5.6,5.7,-11.3062598406069
17.5,16.3,5.9,5.6,5.72,-13.9776491876994
17.5,16.3,5.9,5.6,5.74,-18.0002207273712
17.5,16.3,5.9,5.6,5.76,-25.6659949650348
17.5,16.3,5.9,5.6,5.78,-30.7174826143172
17.5,16.3,5.9,5.6,5.8,-20.1907135136764
17.5,16.3,5.9,5.6,5.82,-15.6065986467202
17.5,16.3,5.9,5.6,5.84,-12.7677150406748
17.5,16.3,5.9,5.6,5.86,-10.7661291950667
17.5,16.3,5.9,5.6,5.88,-9.25824374336031
17.5,16.3,5.9,5.6,5.9,-8.07562350074949
17.5,16.3,5.9,5.6,5.92,-7.122597003149
17.5,16.3,5.9,5.6,5.94,-6.33943177441874
17.5,16.3,5.9,5.6,5.96,-5.68630054718498
17.5,16.3,5.9,5.6,5.98,-5.13532588485392
17.5,16.3,5.9,5.6,6,-4.66624516628528
17.5,16.3,5.9,5.6,6.02,-4.26387916311959
17.5,16.3,5.9,5.6,6.04,-3.91657371503614
17.5,16.3,5.9,5.6,6.06,-3.61519909344167
17.5,16.3,5.9,5.6,6.08,-3.35248419081019
17.5,16.3,5.9,5.6,6.1,-3.12255937797649
17.5,16.3,5.9,5.6,6.12,-2.92063360933667
17.5,16.3,5.9,5.6,6.14,-2.74276041604602
17.5,16.3,5.9,5.6,6.16,-2.58566436484923
17.5,16.3,5.9,5.6,6.18,-2.44660972009605
17.5,16.3,5.9,5.6,6.2,-2.32329928753163
17.5,16.3,5.9,5.6,6.22,-2.21379533508003
17.5,16.3,5.9,5.6,6.24,-2.11645699533552
17.5,16.3,5.9,5.6,6.26,-2.02989019670289
17.5,16.3,5.9,5.6,6.28,-1.95290726848147
17.5,16.3,5.9,5.6,6.3,-1.88449411632352
17.5,16.3,5.9,5.6,6.32,-1.82378338971239
17.5,16.3,5.9,5.6,6.34,-1.77003243832573
17.5,16.3,5.9,5.6,6.36,-1.72260512766518
17.5,16.3,5.9,5.6,6.38,-1.68095678740055
17.5,16.3,5.9,5.6,6.4,-1.64462171911393
17.5,16.3,5.9,5.6,6.42,-1.61320280741081
17.5,16.3,5.9,5.6,6.44,-1.58636286922516
17.5,16.3,5.9,5.6,6.46,-1.56381744726687
17.5,16.3,5.9,5.6,6.48,-1.54532880971924
17.5,16.3,5.9,5.6,6.5,-1.53070096297019
17.5,16.3,5.9,5.9,5.5,-2.73033657815474
17.5,16.3,5.9,5.9,5.52,-3.02053073936082
17.5,16.3,5.9,5.9,5.54,-3.36276888195286
17.5,16.3,5.9,5.9,5.56,-3.76897046957091
17.5,16.3,5.9,5.9,5.58,-4.25443695333958
17.5,16.3,5.9,5.9,5.6,-4.83903033447715
17.5,16.3,5.9,5.9,5.62,-5.54891636863783
17.5,16.3,5.9,5.9,5.64,-6.41930516369014
17.5,16.3,5.9,5.9,5.66,-7.49911899638728
17.5,16.3,5.9,5.9,5.68,-8.85974709835351
17.5,16.3,5.9,5.9,5.7,-10.6133833184234
17.5,16.3,5.9,5.9,5.72,-12.9567717970388
17.5,16.3,5.9,5.9,5.74,-16.2943924216541
17.5,16.3,5.9,5.9,5.76,-21.6513856204877
17.5,16.3,5.9,5.9,5.78,-28.8719306252751
17.5,16.3,5.9,5.9,5.8,-21.8622277881849
17.5,16.3,5.9,5.9,5.82,-16.7018361928471
17.5,16.3,5.9,5.9,5.84,-13.5407300652353
17.5,16.3,5.9,5.9,5.86,-11.3469935913254
17.5,16.3,5.9,5.9,5.88,-9.7130009575699
17.5,16.3,5.9,5.9,5.9,-8.44203145145034
17.5,16.3,5.9,5.9,5.92,-7.42425690724993
17.5,16.3,5.9,5.9,5.94,-6.59205074407688
17.5,16.3,5.9,5.9,5.96,-5.90081424497186
17.5,16.3,5.9,5.9,5.98,-5.31961195387002
17.5,16.3,5.9,5.9,6,-4.82613495613982
17.5,16.3,5.9,5.9,6.02,-4.40378859076959
17.5,16.3,5.9,5.9,6.04,-4.03991288645168
17.5,16.3,5.9,5.9,6.06,-3.72464666971866
17.5,16.3,5.9,5.9,6.08,-3.4501758725896
17.5,16.3,5.9,5.9,6.1,-3.21022026891852
17.5,16.3,5.9,5.9,6.12,-2.99967304796298
17.5,16.3,5.9,5.9,6.14,-2.81434119862275
17.5,16.3,5.9,5.9,6.16,-2.65075416690094
17.5,16.3,5.9,5.9,6.18,-2.50601992118464
17.5,16.3,5.9,5.9,6.2,-2.37771472652586
17.5,16.3,5.9,5.9,6.22,-2.26379742525259
17.5,16.3,5.9,5.9,6.24,-2.16254189968131
17.5,16.3,5.9,5.9,6.26,-2.07248327298712
17.5,16.3,5.9,5.9,6.28,-1.99237465812196
17.5,16.3,5.9,5.9,6.3,-1.92115211858775
17.5,16.3,5.9,5.9,6.32,-1.85790609888701
17.5,16.3,5.9,5.9,6.34,-1.80185800436762
17.5,16.3,5.9,5.9,6.36,-1.75234091580189
17.5,16.3,5.9,5.9,6.38,-1.70878364951751
17.5,16.3,5.9,5.9,6.4,-1.67069754300528
17.5,16.3,5.9,5.9,6.42,-1.63766547461453
17.5,16.3,5.9,5.9,6.44,-1.60933272511614
17.5,16.3,5.9,5.9,6.46,-1.58539936617026
17.5,16.3,5.9,5.9,6.48,-1.5656139214831
17.5,16.3,5.9,5.9,6.5,-1.54976809458383
17.5,16.3,5.9,6.2,5.5,-2.67251087829135
17.5,16.3,5.9,6.2,5.52,-2.94986952492304
17.5,16.3,5.9,6.2,5.54,-3.27575429211694
17.5,16.3,5.9,6.2,5.56,-3.66095992803576
17.5,16.3,5.9,6.2,5.58,-4.11924994364882
17.5,16.3,5.9,6.2,5.6,-4.66834965170794
17.5,16.3,5.9,6.2,5.62,-5.33138372960065
17.5,16.3,5.9,6.2,5.64,-6.13906874398908
17.5,16.3,5.9,6.2,5.66,-7.13329723869388
17.5,16.3,5.9,6.2,5.68,-8.37351106427805
17.5,16.3,5.9,6.2,5.7,-9.94915464008631
17.5,16.3,5.9,6.2,5.72,-12.006592621709
17.5,16.3,5.9,6.2,5.74,-14.8134255259926
17.5,16.3,5.9,6.2,5.76,-18.9107863945617
17.5,16.3,5.9,6.2,5.78,-24.6761507312129
17.5,16.3,5.9,6.2,5.8,-23.287005724542
17.5,16.3,5.9,6.2,5.82,-17.985580931102
17.5,16.3,5.9,6.2,5.84,-14.4805405759392
17.5,16.3,5.9,6.2,5.86,-12.0623408327673
17.5,16.3,5.9,6.2,5.88,-10.2779953348022
17.5,16.3,5.9,6.2,5.9,-8.90066767613197
17.5,16.3,5.9,6.2,5.92,-7.80431967317522
17.5,16.3,5.9,6.2,5.94,-6.91213856873027
17.5,16.3,5.9,6.2,5.96,-6.17395968668644
17.5,16.3,5.9,6.2,5.98,-5.55527752848704
17.5,16.3,5.9,6.2,6,-5.03138749498696
17.5,16.3,5.9,6.2,6.02,-4.58402869745078
17.5,16.3,5.9,6.2,6.04,-4.19934809211384
17.5,16.3,5.9,6.2,6.06,-3.86660916530888
17.5,16.3,5.9,6.2,6.08,-3.57734204969727
17.5,16.3,5.9,6.2,6.1,-3.32476616213525
17.5,16.3,5.9,6.2,6.12,-3.10338679114471
17.5,16.3,5.9,6.2,6.14,-2.90870597635463
17.5,16.3,5.9,6.2,6.16,-2.7370104875927
17.5,16.3,5.9,6.2,6.18,-2.58521311607909
17.5,16.3,5.9,6.2,6.2,-2.4507317018816
17.5,16.3,5.9,6.2,6.22,-2.33139546558043
17.5,16.3,5.9,6.2,6.24,-2.22537150040888
17.5,16.3,5.9,6.2,6.26,-2.13110642539382
17.5,16.3,5.9,6.2,6.28,-2.04727962654229
17.5,16.3,5.9,6.2,6.3,-1.97276548171307
17.5,16.3,5.9,6.2,6.32,-1.90660263612921
17.5,16.3,5.9,6.2,6.34,-1.84796887028403
17.5,16.3,5.9,6.2,6.36,-1.79616044438233
17.5,16.3,5.9,6.2,6.38,-1.75057505487985
17.5,16.3,5.9,6.2,6.4,-1.71069772637692
17.5,16.3,5.9,6.2,6.42,-1.67608910431528
17.5,16.3,5.9,6.2,6.44,-1.64637572304843
17.5,16.3,5.9,6.2,6.46,-1.62124190853913
17.5,16.3,5.9,6.2,6.48,-1.6004230412924
17.5,16.3,5.9,6.2,6.5,-1.58369995755719
17.5,16.3,5.9,6.5,5.5,-2.67105212410276
17.5,16.3,5.9,6.5,5.52,-2.94675369181932
17.5,16.3,5.9,6.5,5.54,-3.2703049211994
17.5,16.3,5.9,6.5,5.56,-3.65217915805786
17.5,16.3,5.9,6.5,5.58,-4.10567651398316
17.5,16.3,5.9,6.5,5.6,-4.64784842380047
17.5,16.3,5.9,6.5,5.62,-5.30082448575795
17.5,16.3,5.9,6.5,5.64,-6.09381177948538
17.5,16.3,5.9,6.5,5.66,-7.06630674112507
17.5,16.3,5.9,6.5,5.68,-8.27366430947751
17.5,16.3,5.9,6.5,5.7,-9.79757956523546
17.5,16.3,5.9,6.5,5.72,-11.7674098749915
17.5,16.3,5.9,6.5,5.74,-14.4053916402259
17.5,16.3,5.9,6.5,5.76,-18.0988128306391
17.5,16.3,5.9,6.5,5.78,-22.8485917084893
17.5,16.3,5.9,6.5,5.8,-22.6333848195752
17.5,16.3,5.9,6.5,5.82,-18.0719030259207
17.5,16.3,5.9,6.5,5.84,-14.6472437191807
17.5,16.3,5.9,6.5,5.86,-12.2224551951031
17.5,16.3,5.9,6.5,5.88,-10.4190897065293
17.5,16.3,5.9,6.5,5.9,-9.02275855041071
17.5,16.3,5.9,6.5,5.92,-7.90973801867355
17.5,16.3,5.9,6.5,5.94,-7.00341726401392
17.5,16.3,5.9,6.5,5.96,-6.25336170268366
17.5,16.3,5.9,6.5,5.98,-5.62472064956522
17.5,16.3,5.9,6.5,6,-5.09247004778148
17.5,16.3,5.9,6.5,6.02,-4.63807699843837
17.5,16.3,5.9,6.5,6.04,-4.24746333817334
17.5,16.3,5.9,6.5,6.06,-3.90970804578813
17.5,16.3,5.9,6.5,6.08,-3.61619037594732
17.5,16.3,5.9,6.5,6.1,-3.36000625906988
17.5,16.3,5.9,6.5,6.12,-3.13555969462077
17.5,16.3,5.9,6.5,6.14,-2.93826941942752
17.5,16.3,5.9,6.5,6.16,-2.76435350521241
17.5,16.3,5.9,6.5,6.18,-2.61066794035076
17.5,16.3,5.9,6.5,6.2,-2.47458348442727
17.5,16.3,5.9,6.5,6.22,-2.3538902537467
17.5,16.3,5.9,6.5,6.24,-2.2467228071784
17.5,16.3,5.9,6.5,6.26,-2.15150066454856
17.5,16.3,5.9,6.5,6.28,-2.0668806308941
17.5,16.3,5.9,6.5,6.3,-1.99171827981731
17.5,16.3,5.9,6.5,6.32,-1.92503662931859
17.5,16.3,5.9,6.5,6.34,-1.8660005251874
17.5,16.3,5.9,6.5,6.36,-1.81389559486328
17.5,16.3,5.9,6.5,6.38,-1.76811089041712
17.5,16.3,5.9,6.5,6.4,-1.72812453044069
17.5,16.3,5.9,6.5,6.42,-1.69349179558751
17.5,16.3,5.9,6.5,6.44,-1.66383524385512
17.5,16.3,5.9,6.5,6.46,-1.63883649818451
17.5,16.3,5.9,6.5,6.48,-1.61822942677486
17.5,16.3,5.9,6.5,6.5,-1.60179449013944
17.5,16.3,5.9,6.8,5.5,-2.21059562854597
17.5,16.3,5.9,6.8,5.52,-2.4097421623691
17.5,16.3,5.9,6.8,5.54,-2.64024569900726
17.5,16.3,5.9,6.8,5.56,-2.90830165226295
17.5,16.3,5.9,6.8,5.58,-3.22159996412239
17.5,16.3,5.9,6.8,5.6,-3.58974658987156
17.5,16.3,5.9,6.8,5.62,-4.02482547871467
17.5,16.3,5.9,6.8,5.64,-4.54216289260025
17.5,16.3,5.9,6.8,5.66,-5.16139761634541
17.5,16.3,5.9,6.8,5.68,-5.90804227674653
17.5,16.3,5.9,6.8,5.7,-6.81588633709339
17.5,16.3,5.9,6.8,5.72,-7.93093125240464
17.5,16.3,5.9,6.8,5.74,-9.31823672376037
17.5,16.3,5.9,6.8,5.76,-11.0742897138352
17.5,16.3,5.9,6.8,5.78,-13.3480545820516
17.5,16.3,5.9,6.8,5.8,-16.3537153778357
17.5,16.3,5.9,6.8,5.82,-20.0756494035287
17.5,16.3,5.9,6.8,5.84,-21.8061353872593
17.5,16.3,5.9,6.8,5.86,-18.8472690007957
17.5,16.3,5.9,6.8,5.88,-15.5102490477207
17.5,16.3,5.9,6.8,5.9,-12.9757334146073
17.5,16.3,5.9,6.8,5.92,-11.0628177343397
17.5,16.3,5.9,6.8,5.94,-9.57716327912293
17.5,16.3,5.9,6.8,5.96,-8.39292315937764
17.5,16.3,5.9,6.8,5.98,-7.42940189386599
17.5,16.3,5.9,6.8,6,-6.63282609285243
17.5,16.3,5.9,6.8,6.02,-5.9658824051703
17.5,16.3,5.9,6.8,6.04,-5.40175070307699
17.5,16.3,5.9,6.8,6.06,-4.92057413494531
17.5,16.3,5.9,6.8,6.08,-4.50728296584767
17.5,16.3,5.9,6.8,6.1,-4.15020141581339
17.5,16.3,5.9,6.8,6.12,-3.84012555704619
17.5,16.3,5.9,6.8,6.14,-3.56969463201067
17.5,16.3,5.9,6.8,6.16,-3.33295077903866
17.5,16.3,5.9,6.8,6.18,-3.1250230742163
17.5,16.3,5.9,6.8,6.2,-2.94189569428973
17.5,16.3,5.9,6.8,6.22,-2.78023437539479
17.5,16.3,5.9,6.8,6.24,-2.63725419691613
17.5,16.3,5.9,6.8,6.26,-2.51061729219297
17.5,16.3,5.9,6.8,6.28,-2.39835266402569
17.5,16.3,5.9,6.8,6.3,-2.29879262262307
17.5,16.3,5.9,6.8,6.32,-2.21052192443983
17.5,16.3,5.9,6.8,6.34,-2.1323367524834
17.5,16.3,5.9,6.8,6.36,-2.06321141607921
17.5,16.3,5.9,6.8,6.38,-2.00227117027138
17.5,16.3,5.9,6.8,6.4,-1.94876993190324
17.5,16.3,5.9,6.8,6.42,-1.90207194628455
17.5,16.3,5.9,6.8,6.44,-1.86163666507433
17.5,16.3,5.9,6.8,6.46,-1.82700625261906
17.5,16.3,5.9,6.8,6.48,-1.79779525816887
17.5,16.3,5.9,6.8,6.5,-1.77368208466791
17.5,16.3,5.9,7.1,5.5,-1.70171441115831
17.5,16.3,5.9,7.1,5.52,-1.82888153312338
17.5,16.3,5.9,7.1,5.54,-1.974103409162
17.5,16.3,5.9,7.1,5.56,-2.1405273013279
17.5,16.3,5.9,7.1,5.58,-2.33198736446874
17.5,16.3,5.9,7.1,5.6,-2.55317813969026
17.5,16.3,5.9,7.1,5.62,-2.80987746593054
17.5,16.3,5.9,7.1,5.64,-3.10923464630147
17.5,16.3,5.9,7.1,5.66,-3.46014599838851
17.5,16.3,5.9,7.1,5.68,-3.87375001809035
17.5,16.3,5.9,7.1,5.7,-4.36409181852871
17.5,16.3,5.9,7.1,5.72,-4.94903867761506
17.5,16.3,5.9,7.1,5.74,-5.65159106572497
17.5,16.3,5.9,7.1,5.76,-6.50185925556879
17.5,16.3,5.9,7.1,5.78,-7.54023265656769
17.5,16.3,5.9,7.1,5.8,-8.82279233157039
17.5,16.3,5.9,7.1,5.82,-10.4310168752018
17.5,16.3,5.9,7.1,5.84,-12.4890704740149
17.5,16.3,5.9,7.1,5.86,-15.1861424551403
17.5,16.3,5.9,7.1,5.88,-18.6962383380797
17.5,16.3,5.9,7.1,5.9,-21.8670412245423
17.5,16.3,5.9,7.1,5.92,-20.4072798575444
17.5,16.3,5.9,7.1,5.94,-16.8891180392413
17.5,16.3,5.9,7.1,5.96,-14.0528744866338
17.5,16.3,5.9,7.1,5.98,-11.9248514812448
17.5,16.3,5.9,7.1,6,-10.2894018468828
17.5,16.3,5.9,7.1,6.02,-8.99688334115177
17.5,16.3,5.9,7.1,6.04,-7.95203920480506
17.5,16.3,5.9,7.1,6.06,-7.09243879699472
17.5,16.3,5.9,7.1,6.08,-6.37544306225701
17.5,16.3,5.9,7.1,6.1,-5.77081269604868
17.5,16.3,5.9,7.1,6.12,-5.25640442342046
17.5,16.3,5.9,7.1,6.14,-4.8155621401502
17.5,16.3,5.9,7.1,6.16,-4.43547255615908
17.5,16.3,5.9,7.1,6.18,-4.10609202173078
17.5,16.3,5.9,7.1,6.2,-3.81942408624873
17.5,16.3,5.9,7.1,6.22,-3.5690193543861
17.5,16.3,5.9,7.1,6.24,-3.34962025721212
17.5,16.3,5.9,7.1,6.26,-3.15690276684079
17.5,16.3,5.9,7.1,6.28,-2.98728456793141
17.5,16.3,5.9,7.1,6.3,-2.83777986514734
17.5,16.3,5.9,7.1,6.32,-2.70588765512522
17.5,16.3,5.9,7.1,6.34,-2.58950451906966
17.5,16.3,5.9,7.1,6.36,-2.48685573110279
17.5,16.3,5.9,7.1,6.38,-2.3964402862629
17.5,16.3,5.9,7.1,6.4,-2.31698667019733
17.5,16.3,5.9,7.1,6.42,-2.24741702967572
17.5,16.3,5.9,7.1,6.44,-2.18681799003772
17.5,16.3,5.9,7.1,6.46,-2.13441678554927
17.5,16.3,5.9,7.1,6.48,-2.08956167467159
17.5,16.3,5.9,7.1,6.5,-2.05170583923045
17.5,16.3,6.2,5.6,5.5,-2.86690442212
17.5,16.3,6.2,5.6,5.52,-3.18372708389591
17.5,16.3,6.2,5.6,5.54,-3.55903903824416
17.5,16.3,6.2,5.6,5.56,-4.00664885921611
17.5,16.3,6.2,5.6,5.58,-4.54440088079156
17.5,16.3,6.2,5.6,5.6,-5.19564439436774
17.5,16.3,6.2,5.6,5.62,-5.99147041428005
17.5,16.3,6.2,5.6,5.64,-6.97437320082532
17.5,16.3,6.2,5.6,5.66,-8.20481209161783
17.5,16.3,6.2,5.6,5.68,-9.77426165833407
17.5,16.3,6.2,5.6,5.7,-11.8344033750337
17.5,16.3,6.2,5.6,5.72,-14.6722364494399
17.5,16.3,6.2,5.6,5.74,-18.9361892711118
17.5,16.3,6.2,5.6,5.76,-25.9446021543678
17.5,16.3,6.2,5.6,5.78,-24.6373810171612
17.5,16.3,6.2,5.6,5.8,-18.3519129430368
17.5,16.3,6.2,5.6,5.82,-14.6086071598722
17.5,16.3,6.2,5.6,5.84,-12.1035555225208
17.5,16.3,6.2,5.6,5.86,-10.2789397794295
17.5,16.3,6.2,5.6,5.88,-8.88040037393512
17.5,16.3,6.2,5.6,5.9,-7.77208093199786
17.5,16.3,6.2,5.6,5.92,-6.8729179492081
17.5,16.3,6.2,5.6,5.94,-6.13065225821519
17.5,16.3,6.2,5.6,5.96,-5.50964697262424
17.5,16.3,6.2,5.6,5.98,-4.98454263856195
17.5,16.3,6.2,5.6,6,-4.53667831567072
17.5,16.3,6.2,5.6,6.02,-4.15194588637225
17.5,16.3,6.2,5.6,6.04,-3.81944062980555
17.5,16.3,6.2,5.6,6.06,-3.53057883129874
17.5,16.3,6.2,5.6,6.08,-3.27850132278556
17.5,16.3,6.2,5.6,6.1,-3.05765834775125
17.5,16.3,6.2,5.6,6.12,-2.86351296072703
17.5,16.3,6.2,5.6,6.14,-2.69232407179424
17.5,16.3,6.2,5.6,6.16,-2.54098439060431
17.5,16.3,6.2,5.6,6.18,-2.40689713144033
17.5,16.3,6.2,5.6,6.2,-2.28788070389987
17.5,16.3,6.2,5.6,6.22,-2.18209402828407
17.5,16.3,6.2,5.6,6.24,-2.08797733438198
17.5,16.3,6.2,5.6,6.26,-2.00420477548191
17.5,16.3,6.2,5.6,6.28,-1.92964618784342
17.5,16.3,6.2,5.6,6.3,-1.86333601680567
17.5,16.3,6.2,5.6,6.32,-1.80444791874598
17.5,16.3,6.2,5.6,6.34,-1.75227389961067
17.5,16.3,6.2,5.6,6.36,-1.70620710854469
17.5,16.3,6.2,5.6,6.38,-1.66572759736619
17.5,16.3,6.2,5.6,6.4,-1.63039050206915
17.5,16.3,6.2,5.6,6.42,-1.59981621400227
17.5,16.3,6.2,5.6,6.44,-1.57368219476118
17.5,16.3,6.2,5.6,6.46,-1.55171615643464
17.5,16.3,6.2,5.6,6.48,-1.53369038219121
17.5,16.3,6.2,5.6,6.5,-1.51941700459049
17.5,16.3,6.2,5.9,5.5,-2.82004993733144
17.5,16.3,6.2,5.9,5.52,-3.12493956005757
17.5,16.3,6.2,5.9,5.54,-3.48492837318819
17.5,16.3,6.2,5.9,5.56,-3.91265361507743
17.5,16.3,6.2,5.9,5.58,-4.42433293948862
17.5,16.3,6.2,5.9,5.6,-5.04101049129467
17.5,16.3,6.2,5.9,5.62,-5.79040529963613
17.5,16.3,6.2,5.9,5.64,-6.70982958954537
17.5,16.3,6.2,5.9,5.66,-7.8511729196219
17.5,16.3,6.2,5.9,5.68,-9.29020522036419
17.5,16.3,6.2,5.9,5.7,-11.1456046325371
17.5,16.3,6.2,5.9,5.72,-13.621190018767
17.5,16.3,6.2,5.9,5.74,-17.0982076893852
17.5,16.3,6.2,5.9,5.76,-22.0739103225534
17.5,16.3,6.2,5.9,5.78,-24.1550349739798
17.5,16.3,6.2,5.9,5.8,-19.2571828384567
17.5,16.3,6.2,5.9,5.82,-15.3713951038406
17.5,16.3,6.2,5.9,5.84,-12.7017416756912
17.5,16.3,6.2,5.9,5.86,-10.7559592728958
17.5,16.3,6.2,5.9,5.88,-9.26872726546681
17.5,16.3,6.2,5.9,5.9,-8.09369173159136
17.5,16.3,6.2,5.9,5.92,-7.14299544096272
17.5,16.3,6.2,5.9,5.94,-6.36004040118862
17.5,16.3,6.2,5.9,5.96,-5.70632863698163
17.5,16.3,6.2,5.9,5.98,-5.15454478005166
17.5,16.3,6.2,5.9,6,-4.68464711729934
17.5,16.3,6.2,5.9,6.02,-4.28152586618863
17.5,16.3,6.2,5.9,6.04,-3.93353278023396
17.5,16.3,6.2,5.9,6.06,-3.63152136110126
17.5,16.3,6.2,5.9,6.08,-3.36819927776084
17.5,16.3,6.2,5.9,6.1,-3.13767852163868
17.5,16.3,6.2,5.9,6.12,-2.93515466495529
17.5,16.3,6.2,5.9,6.14,-2.7566727533431
17.5,16.3,6.2,5.9,6.16,-2.59895282977402
17.5,16.3,6.2,5.9,6.18,-2.45925749125623
17.5,16.3,6.2,5.9,6.2,-2.3352897372691
17.5,16.3,6.2,5.9,6.22,-2.22511309734414
17.5,16.3,6.2,5.9,6.24,-2.12708844833185
17.5,16.3,6.2,5.9,6.26,-2.03982353953187
17.5,16.3,6.2,5.9,6.28,-1.96213233275506
17.5,16.3,6.2,5.9,6.3,-1.89300201726288
17.5,16.3,6.2,5.9,6.32,-1.83156609066047
