"B [mm]","L [mm]","R1 [mm]","R2 [mm]","Freq [GHz]","dB(S(1,1)) []"
16,16.3,5.6,5.6,5.7,-5.91751397814444
16,16.3,5.6,5.6,5.72,-6.89219536039649
16,16.3,5.6,5.6,5.74,-8.11044219951208
16,16.3,5.6,5.6,5.76,-9.66107276148478
16,16.3,5.6,5.6,5.78,-11.6925294268653
16,16.3,5.6,5.6,5.8,-14.4934627530476
16,16.3,5.6,5.6,5.82,-18.782400334975
16,16.3,5.6,5.6,5.84,-27.610528343154
16,16.3,5.6,5.6,5.86,-29.8064912995324
16,16.3,5.6,5.6,5.88,-19.8323246196473
16,16.3,5.6,5.6,5.9,-15.4621479415985
16,16.3,5.6,5.6,5.92,-12.7154479233563
16,16.3,5.6,5.6,5.94,-10.760505221465
16,16.3,5.6,5.6,5.96,-9.27741587563749
16,16.3,5.6,5.6,5.98,-8.10779112482822
16,16.3,5.6,5.6,6,-7.16108441071795
16,16.3,5.6,5.6,6.02,-6.38046120169671
16,16.3,5.6,5.6,6.04,-5.72781513122386
16,16.3,5.6,5.6,6.06,-5.17630492884479
16,16.3,5.6,5.6,6.08,-4.70628543242489
16,16.3,5.6,5.6,6.1,-4.3029341089222
16,16.3,5.6,5.6,6.12,-3.95479146055721
16,16.3,5.6,5.6,6.14,-3.65282341473707
16,16.3,5.6,5.6,6.16,-3.38979582113838
16,16.3,5.6,5.6,6.18,-3.1598428335034
16,16.3,5.6,5.6,6.2,-2.95815988846338
16,16.3,5.6,5.6,6.22,-2.78077931907241
16,16.3,5.6,5.6,6.24,-2.62440243723488
16,16.3,5.6,5.6,6.26,-2.48627131070848
16,16.3,5.6,5.6,6.28,-2.3640691827912
16,16.3,5.6,5.6,6.3,-2.25584205222814
16,16.3,5.6,5.6,6.32,-2.15993621076258
16,16.3,5.6,5.6,6.34,-2.07494802823367
16,16.3,5.6,5.6,6.36,-1.99968327722037
16,16.3,5.6,5.6,6.38,-1.93312397943378
16,16.3,5.6,5.6,6.4,-1.87440124334247
16,16.3,5.6,5.6,6.42,-1.82277291457855
16,16.3,5.6,5.6,6.44,-1.77760512039111
16,16.3,5.6,5.6,6.46,-1.73835698452758
16,16.3,5.6,5.6,6.48,-1.70456793779048
16,16.3,5.6,5.6,6.5,-1.67584716458154
16,16.3,5.6,5.9,5.5,-2.04412705372912
16,16.3,5.6,5.9,5.52,-2.2228619456466
16,16.3,5.6,5.9,5.54,-2.43012433741206
16,16.3,5.6,5.9,5.56,-2.67169184540468
16,16.3,5.6,5.9,5.58,-2.95478889745276
16,16.3,5.6,5.9,5.6,-3.28850680727873
16,16.3,5.6,5.9,5.62,-3.6843644256703
16,16.3,5.6,5.9,5.64,-4.15706951701231
16,16.3,5.6,5.9,5.66,-4.72558200122555
16,16.3,5.6,5.9,5.68,-5.41466492561779
16,16.3,5.6,5.9,5.7,-6.25729487505586
16,16.3,5.6,5.9,5.72,-7.29873291353071
16,16.3,5.6,5.9,5.74,-8.60411185777567
16,16.3,5.6,5.9,5.76,-10.2742321435341
16,16.3,5.6,5.9,5.78,-12.4830394887966
16,16.3,5.6,5.9,5.8,-15.5839330965507
16,16.3,5.6,5.9,5.82,-20.511486586234
16,16.3,5.6,5.9,5.84,-30.8385866031599
16,16.3,5.6,5.9,5.86,-24.8976069279834
16,16.3,5.6,5.9,5.88,-18.1832342590575
16,16.3,5.6,5.9,5.9,-14.5252739292026
16,16.3,5.6,5.9,5.92,-12.0873413382131
16,16.3,5.6,5.9,5.94,-10.3042838351326
16,16.3,5.6,5.9,5.96,-8.93016651216825
16,16.3,5.6,5.9,5.98,-7.83530636680916
16,16.3,5.6,5.9,6,-6.94266246483194
16,16.3,5.6,5.9,6.02,-6.20260769942673
16,16.3,5.6,5.9,6.04,-5.58124007776821
16,16.3,5.6,5.9,6.06,-5.05433997751371
16,16.3,5.6,5.9,6.08,-4.60398499321783
16,16.3,5.6,5.9,6.1,-4.21653417098602
16,16.3,5.6,5.9,6.12,-3.88136783076881
16,16.3,5.6,5.9,6.14,-3.59006688150722
16,16.3,5.6,5.9,6.16,-3.33585881860988
16,16.3,5.6,5.9,6.18,-3.11323147315294
16,16.3,5.6,5.9,6.2,-2.91765576702672
16,16.3,5.6,5.9,6.22,-2.74538149703527
16,16.3,5.6,5.9,6.24,-2.59328348846387
16,16.3,5.6,5.9,6.26,-2.45874345497357
16,16.3,5.6,5.9,6.28,-2.3395578173882
16,16.3,5.6,5.9,6.3,-2.23386482596183
16,16.3,5.6,5.9,6.32,-2.1400863218996
16,16.3,5.6,5.9,6.34,-2.05688078794169
16,16.3,5.6,5.9,6.36,-1.9831052270685
16,16.3,5.6,5.9,6.38,-1.91778402546498
16,16.3,5.6,5.9,6.4,-1.86008339456951
16,16.3,5.6,5.9,6.42,-1.80929030596614
16,16.3,5.6,5.9,6.44,-1.76479506944609
16,16.3,5.6,5.9,6.46,-1.72607688312103
16,16.3,5.6,5.9,6.48,-1.69269182125011
16,16.3,5.6,5.9,6.5,-1.66426283152185
16,16.3,5.6,6.2,5.5,-2.03273169266957
16,16.3,5.6,6.2,5.52,-2.20635994363351
16,16.3,5.6,6.2,5.54,-2.40710280137569
16,16.3,5.6,6.2,5.56,-2.64030831588422
16,16.3,5.6,6.2,5.58,-2.91262878017994
16,16.3,5.6,6.2,5.6,-3.23238944897704
16,16.3,5.6,6.2,5.62,-3.61007704995635
16,16.3,5.6,6.2,5.64,-4.05899697595276
16,16.3,5.6,6.2,5.66,-4.59617900898113
16,16.3,5.6,6.2,5.68,-5.24367328469554
16,16.3,5.6,6.2,5.7,-6.03050929452375
16,16.3,5.6,6.2,5.72,-6.99588214176203
16,16.3,5.6,6.2,5.74,-8.19481100488181
16,16.3,5.6,6.2,5.76,-9.70921497820561
16,16.3,5.6,6.2,5.78,-11.6720347111512
16,16.3,5.6,6.2,5.8,-14.3267363573318
16,16.3,5.6,6.2,5.82,-18.1959267342836
16,16.3,5.6,6.2,5.84,-24.4233357441465
16,16.3,5.6,6.2,5.86,-26.1876635000592
16,16.3,5.6,6.2,5.88,-19.6299769779049
16,16.3,5.6,6.2,5.9,-15.5491488703365
16,16.3,5.6,6.2,5.92,-12.8542986530978
16,16.3,5.6,6.2,5.94,-10.9058720647192
16,16.3,5.6,6.2,5.96,-9.41704435197386
16,16.3,5.6,6.2,5.98,-8.23811371684137
16,16.3,5.6,6.2,6,-7.28136321297825
16,16.3,5.6,6.2,6.02,-6.49097157062928
16,16.3,5.6,6.2,6.04,-5.82918807668473
16,16.3,5.6,6.2,6.06,-5.26926770515693
16,16.3,5.6,6.2,6.08,-4.79155649239951
16,16.3,5.6,6.2,6.1,-4.38118247193253
16,16.3,5.6,6.2,6.12,-4.02662387696425
16,16.3,5.6,6.2,6.14,-3.71878344661234
16,16.3,5.6,6.2,6.16,-3.45036772388391
16,16.3,5.6,6.2,6.18,-3.21545703546728
16,16.3,5.6,6.2,6.2,-3.00919866454112
16,16.3,5.6,6.2,6.22,-2.8275820874798
16,16.3,5.6,6.2,6.24,-2.66727048889812
16,16.3,5.6,6.2,6.26,-2.52547194691727
16,16.3,5.6,6.2,6.28,-2.39983930277781
16,16.3,5.6,6.2,6.3,-2.28839125283885
16,16.3,5.6,6.2,6.32,-2.18944946142561
16,16.3,5.6,6.2,6.34,-2.10158797812919
16,16.3,5.6,6.2,6.36,-2.02359224332387
16,16.3,5.6,6.2,6.38,-1.95442565614482
16,16.3,5.6,6.2,6.4,-1.89320216747742
16,16.3,5.6,6.2,6.42,-1.83916371372162
16,16.3,5.6,6.2,6.44,-1.79166156784788
16,16.3,5.6,6.2,6.46,-1.75014088022943
16,16.3,5.6,6.2,6.48,-1.71412783128292
16,16.3,5.6,6.2,6.5,-1.68321893354808
16,16.3,5.6,6.5,5.5,-2.12105662442769
16,16.3,5.6,6.5,5.52,-2.30359554501774
16,16.3,5.6,6.5,5.54,-2.51451108231167
16,16.3,5.6,6.5,5.56,-2.75935851638323
16,16.3,5.6,6.5,5.58,-3.04503394346779
16,16.3,5.6,6.5,5.6,-3.38014949310525
16,16.3,5.6,6.5,5.62,-3.77553068176523
16,16.3,5.6,6.5,5.64,-4.2448875568701
16,16.3,5.6,6.5,5.66,-4.80574587025085
16,16.3,5.6,6.5,5.68,-5.48079424265682
16,16.3,5.6,6.5,5.7,-6.29995140455095
16,16.3,5.6,6.5,5.72,-7.30378706192253
16,16.3,5.6,6.5,5.74,-8.54970215754057
16,16.3,5.6,6.5,5.76,-10.1242223807425
16,16.3,5.6,6.5,5.78,-12.1702246452398
16,16.3,5.6,6.5,5.8,-14.9555356312698
16,16.3,5.6,6.5,5.82,-19.0719688513174
16,16.3,5.6,6.5,5.84,-25.7194914486598
16,16.3,5.6,6.5,5.86,-25.5054502895316
16,16.3,5.6,6.5,5.88,-19.1692731296568
16,16.3,5.6,6.5,5.9,-15.3162777443268
16,16.3,5.6,6.5,5.92,-12.7346741072018
16,16.3,5.6,6.5,5.94,-10.8491745545566
16,16.3,5.6,6.5,5.96,-9.39804763789672
16,16.3,5.6,6.5,5.98,-8.24263906186022
16,16.3,5.6,6.5,6,-7.30081839275147
16,16.3,5.6,6.5,6.02,-6.51989372751361
16,16.3,5.6,6.5,6.04,-5.86399770190582
16,16.3,5.6,6.5,6.06,-5.30757643862574
16,16.3,5.6,6.5,6.08,-4.83175568825921
16,16.3,5.6,6.5,6.1,-4.42218628906518
16,16.3,5.6,6.5,6.12,-4.06770300594173
16,16.3,5.6,6.5,6.14,-3.75945463108289
16,16.3,5.6,6.5,6.16,-3.4903189009045
16,16.3,5.6,6.5,6.18,-3.25449585099403
16,16.3,5.6,6.5,6.2,-3.04721665939755
16,16.3,5.6,6.5,6.22,-2.864529567125
16,16.3,5.6,6.5,6.24,-2.70313877710017
16,16.3,5.6,6.5,6.26,-2.56028080026798
16,16.3,5.6,6.5,6.28,-2.43362796619829
16,16.3,5.6,6.5,6.3,-2.32121210407258
16,16.3,5.6,6.5,6.32,-2.22136350866717
16,16.3,5.6,6.5,6.34,-2.13266169144576
16,16.3,5.6,6.5,6.36,-2.05389535052439
16,16.3,5.6,6.5,6.38,-1.9840296387297
16,16.3,5.6,6.5,6.4,-1.92217926643484
16,16.3,5.6,6.5,6.42,-1.86758630770657
16,16.3,5.6,6.5,6.44,-1.81960182411279
16,16.3,5.6,6.5,6.46,-1.77767060597412
16,16.3,5.6,6.5,6.48,-1.74131847290585
16,16.3,5.6,6.5,6.5,-1.7101416857413
16,16.3,5.6,6.8,5.5,-2.05979984003627
16,16.3,5.6,6.8,5.52,-2.23039917969341
16,16.3,5.6,6.8,5.54,-2.42690526159832
16,16.3,5.6,6.8,5.56,-2.65422283305391
16,16.3,5.6,6.8,5.58,-2.91840422463043
16,16.3,5.6,6.8,5.6,-3.22696008022974
16,16.3,5.6,6.8,5.62,-3.58926682898432
16,16.3,5.6,6.8,5.64,-4.01710827878719
16,16.3,5.6,6.8,5.66,-4.52541036794502
16,16.3,5.6,6.8,5.68,-5.13326923345539
16,16.3,5.6,6.8,5.7,-5.86545513010834
16,16.3,5.6,6.8,5.72,-6.75474634190239
16,16.3,5.6,6.8,5.74,-7.84581579203764
16,16.3,5.6,6.8,5.76,-9.20220612022617
16,16.3,5.6,6.8,5.78,-10.9197472643516
16,16.3,5.6,6.8,5.8,-13.153500122426
16,16.3,5.6,6.8,5.82,-16.1662062361903
16,16.3,5.6,6.8,5.84,-20.2734538531262
16,16.3,5.6,6.8,5.86,-23.5465013903068
16,16.3,5.6,6.8,5.88,-20.474414914652
16,16.3,5.6,6.8,5.9,-16.5473501443496
16,16.3,5.6,6.8,5.92,-13.6975881288571
16,16.3,5.6,6.8,5.94,-11.6043272747777
16,16.3,5.6,6.8,5.96,-10.0015766099823
16,16.3,5.6,6.8,5.98,-8.73372311148336
16,16.3,5.6,6.8,6,-7.70649630614132
16,16.3,5.6,6.8,6.02,-6.85926761911071
16,16.3,5.6,6.8,6.04,-6.15092845610809
16,16.3,5.6,6.8,6.06,-5.55236955072437
16,16.3,5.6,6.8,6.08,-5.04223686817576
16,16.3,5.6,6.8,6.1,-4.60440699491008
16,16.3,5.6,6.8,6.12,-4.2264159621795
16,16.3,5.6,6.8,6.14,-3.89844243727927
16,16.3,5.6,6.8,6.16,-3.61262638775955
16,16.3,5.6,6.8,6.18,-3.36259787775712
16,16.3,5.6,6.8,6.2,-3.14314165082993
16,16.3,5.6,6.8,6.22,-2.94995206763609
16,16.3,5.6,6.8,6.24,-2.77944988251388
16,16.3,5.6,6.8,6.26,-2.62864249630579
16,16.3,5.6,6.8,6.28,-2.4950155557636
16,16.3,5.6,6.8,6.3,-2.37644767932918
16,16.3,5.6,6.8,6.32,-2.27114259535818
16,16.3,5.6,6.8,6.34,-2.17757462274897
16,16.3,5.6,6.8,6.36,-2.09444452821747
16,16.3,5.6,6.8,6.38,-2.02064355448824
16,16.3,5.6,6.8,6.4,-1.95522394941497
16,16.3,5.6,6.8,6.42,-1.89737471232498
16,16.3,5.6,6.8,6.44,-1.8464015582092
16,16.3,5.6,6.8,6.46,-1.80171031351308
16,16.3,5.6,6.8,6.48,-1.76279311957814
16,16.3,5.6,6.8,6.5,-1.72921694501478
16,16.3,5.6,7.1,5.5,-2.01088518039194
16,16.3,5.6,7.1,5.52,-2.17047733217458
16,16.3,5.6,7.1,5.54,-2.35367815130993
16,16.3,5.6,7.1,5.56,-2.56479647677542
16,16.3,5.6,7.1,5.58,-2.80911138079482
16,16.3,5.6,7.1,5.6,-3.0931247221892
16,16.3,5.6,7.1,5.62,-3.42488877687938
16,16.3,5.6,7.1,5.64,-3.81443575227232
16,16.3,5.6,7.1,5.66,-4.27434952893822
16,16.3,5.6,7.1,5.68,-4.82054406511156
16,16.3,5.6,7.1,5.7,-5.47335810804675
16,16.3,5.6,7.1,5.72,-6.25916375861433
16,16.3,5.6,7.1,5.74,-7.21286006248286
16,16.3,5.6,7.1,5.76,-8.3819619416317
16,16.3,5.6,7.1,5.78,-9.83360637951453
16,16.3,5.6,7.1,5.8,-11.6664887839966
16,16.3,5.6,7.1,5.82,-14.0267507832388
16,16.3,5.6,7.1,5.84,-17.0810882764347
16,16.3,5.6,7.1,5.86,-20.4609972030251
16,16.3,5.6,7.1,5.88,-21.0031426255542
16,16.3,5.6,7.1,5.9,-17.9803476884042
16,16.3,5.6,7.1,5.92,-14.9566971263142
16,16.3,5.6,7.1,5.94,-12.6222111172319
16,16.3,5.6,7.1,5.96,-10.8262770065141
16,16.3,5.6,7.1,5.98,-9.41131440767494
16,16.3,5.6,7.1,6,-8.2711676542064
16,16.3,5.6,7.1,6.02,-7.33571488487268
16,16.3,5.6,7.1,6.04,-6.55720597598153
16,16.3,5.6,7.1,6.06,-5.90194214750282
16,16.3,5.6,7.1,6.08,-5.34535377987684
16,16.3,5.6,7.1,6.1,-4.86901859826308
16,16.3,5.6,7.1,6.12,-4.45879399305176
16,16.3,5.6,7.1,6.14,-4.10360753810207
16,16.3,5.6,7.1,6.16,-3.79464880132241
16,16.3,5.6,7.1,6.18,-3.52481324405432
16,16.3,5.6,7.1,6.2,-3.28830897347503
16,16.3,5.6,7.1,6.22,-3.08037155027871
16,16.3,5.6,7.1,6.24,-2.89705238095358
16,16.3,5.6,7.1,6.26,-2.73505850457458
16,16.3,5.6,7.1,6.28,-2.59162915630309
16,16.3,5.6,7.1,6.3,-2.46443924953248
16,16.3,5.6,7.1,6.32,-2.35152296921539
16,16.3,5.6,7.1,6.34,-2.25121266450454
16,16.3,5.6,7.1,6.36,-2.16208956288792
16,16.3,5.6,7.1,6.38,-2.08294374013834
16,16.3,5.6,7.1,6.4,-2.01274141839329
16,16.3,5.6,7.1,6.42,-1.95059812088472
16,16.3,5.6,7.1,6.44,-1.89575654485736
16,16.3,5.6,7.1,6.46,-1.84756826189464
16,16.3,5.6,7.1,6.48,-1.80547854213234
16,16.3,5.6,7.1,6.5,-1.76901374243423
16,16.3,5.9,5.6,5.5,-1.94835522594142
16,16.3,5.9,5.6,5.52,-2.11381204200246
16,16.3,5.9,5.6,5.54,-2.30555947657861
16,16.3,5.9,5.6,5.56,-2.52887928684877
16,16.3,5.9,5.6,5.58,-2.79036510496923
16,16.3,5.9,5.6,5.6,-3.09829643483754
16,16.3,5.9,5.6,5.62,-3.46313244726196
16,16.3,5.9,5.6,5.64,-3.89817247638996
16,16.3,5.9,5.6,5.66,-4.42045930180507
16,16.3,5.9,5.6,5.68,-5.05206075877604
16,16.3,5.9,5.6,5.7,-5.8219939508115
16,16.3,5.9,5.6,5.72,-6.76934786186524
16,16.3,5.9,5.6,5.74,-7.94885183828174
16,16.3,5.9,5.6,5.76,-9.4418954944886
16,16.3,5.9,5.6,5.78,-11.380997808456
16,16.3,5.9,5.6,5.8,-14.0125061246898
16,16.3,5.9,5.6,5.82,-17.8940834412644
16,16.3,5.9,5.6,5.84,-24.7053113229546
16,16.3,5.9,5.6,5.86,-28.9538563105747
16,16.3,5.9,5.6,5.88,-20.3322472218986
16,16.3,5.9,5.6,5.9,-15.8286975022231
16,16.3,5.9,5.6,5.92,-12.9838501664933
16,16.3,5.9,5.6,5.94,-10.9625833662484
16,16.3,5.9,5.6,5.96,-9.43230198871436
16,16.3,5.9,5.6,5.98,-8.2276946827483
16,16.3,5.9,5.6,6,-7.25436033564479
16,16.3,5.9,5.6,6.02,-6.4531280033811
16,16.3,5.9,5.6,6.04,-5.78435667974569
16,16.3,5.9,5.6,6.06,-5.22013208790541
16,16.3,5.9,5.6,6.08,-4.74002560464971
16,16.3,5.9,5.6,6.1,-4.32862662968486
16,16.3,5.9,5.6,6.12,-3.9740268700116
16,16.3,5.9,5.6,6.14,-3.66684640442795
16,16.3,5.9,5.6,6.16,-3.39958301894408
16,16.3,5.9,5.6,6.18,-3.16616230269052
16,16.3,5.9,5.6,6.2,-2.96161693571941
16,16.3,5.9,5.6,6.22,-2.78185188094264
16,16.3,5.9,5.6,6.24,-2.62346846796739
16,16.3,5.9,5.6,6.26,-2.48363000851512
16,16.3,5.9,5.6,6.28,-2.35995746248509
16,16.3,5.9,5.6,6.3,-2.25044734782652
16,16.3,5.9,5.6,6.32,-2.15340644266764
16,16.3,5.9,5.6,6.34,-2.06739937749009
16,16.3,5.9,5.6,6.36,-1.99120626106243
16,16.3,5.9,5.6,6.38,-1.92378820807066
16,16.3,5.9,5.6,6.4,-1.86425915007008
16,16.3,5.9,5.6,6.42,-1.81186268386918
16,16.3,5.9,5.6,6.44,-1.76595298691053
16,16.3,5.9,5.6,6.46,-1.72597903640712
16,16.3,5.9,5.6,6.48,-1.69147152710588
16,16.3,5.9,5.6,6.5,-1.66203200468076
16,16.3,5.9,5.9,5.5,-2.09283958556293
16,16.3,5.9,5.9,5.52,-2.27822379036457
16,16.3,5.9,5.9,5.54,-2.49336520598143
16,16.3,5.9,5.9,5.56,-2.74430851615678
16,16.3,5.9,5.9,5.58,-3.03860547261191
16,16.3,5.9,5.9,5.6,-3.38574675464118
16,16.3,5.9,5.9,5.62,-3.79773592643586
16,16.3,5.9,5.9,5.64,-4.28986660673667
16,16.3,5.9,5.9,5.66,-4.88180737089698
16,16.3,5.9,5.9,5.68,-5.59918942065638
16,16.3,5.9,5.9,5.7,-6.47608986208803
16,16.3,5.9,5.9,5.72,-7.55925358763884
16,16.3,5.9,5.9,5.74,-8.91597428173881
16,16.3,5.9,5.9,5.76,-10.6503360277631
16,16.3,5.9,5.9,5.78,-12.9404879862211
16,16.3,5.9,5.9,5.8,-16.1348353924572
16,16.3,5.9,5.9,5.82,-20.9956910543763
16,16.3,5.9,5.9,5.84,-26.853579623644
16,16.3,5.9,5.9,5.86,-21.9723751352394
16,16.3,5.9,5.9,5.88,-17.0286159877604
16,16.3,5.9,5.9,5.9,-13.8649410199336
16,16.3,5.9,5.9,5.92,-11.6436871632411
16,16.3,5.9,5.9,5.94,-9.97877315108827
16,16.3,5.9,5.9,5.96,-8.67767692772525
16,16.3,5.9,5.9,5.98,-7.63185059474898
16,16.3,5.9,5.9,6,-6.77418615103761
16,16.3,5.9,5.9,6.02,-6.06027682240292
16,16.3,5.9,5.9,6.04,-5.45918300847179
16,16.3,5.9,5.9,6.06,-4.94846430408279
16,16.3,5.9,5.9,6.08,-4.51131747394529
16,16.3,5.9,5.9,6.1,-4.13483526550112
16,16.3,5.9,5.9,6.12,-3.80889818620793
16,16.3,5.9,5.9,6.14,-3.52544114322237
16,16.3,5.9,5.9,6.16,-3.27795108848891
16,16.3,5.9,5.9,6.18,-3.06111208235743
16,16.3,5.9,5.9,6.2,-2.87054750547827
16,16.3,5.9,5.9,6.22,-2.70262825547614
16,16.3,5.9,5.9,6.24,-2.55432705449279
16,16.3,5.9,5.9,6.26,-2.42310583901341
16,16.3,5.9,5.9,6.28,-2.30682745542753
16,16.3,5.9,5.9,6.3,-2.20368559005487
16,16.3,5.9,5.9,6.32,-2.11214862629244
16,16.3,5.9,5.9,6.34,-2.0309143009249
16,16.3,5.9,5.9,6.36,-1.95887284031613
16,16.3,5.9,5.9,6.38,-1.89507682544957
16,16.3,5.9,5.9,6.4,-1.83871644338187
16,16.3,5.9,5.9,6.42,-1.78909908266982
16,16.3,5.9,5.9,6.44,-1.74563245466841
16,16.3,5.9,5.9,6.46,-1.70781059302215
16,16.3,5.9,5.9,6.48,-1.67520221486757
16,16.3,5.9,5.9,6.5,-1.64744102938625
16,16.3,5.9,6.2,5.5,-2.14015377619858
16,16.3,5.9,6.2,5.52,-2.33164593718232
16,16.3,5.9,6.2,5.54,-2.55376129194882
16,16.3,5.9,6.2,5.56,-2.81268350450538
16,16.3,5.9,6.2,5.58,-3.11612354028314
16,16.3,5.9,6.2,5.6,-3.47375307285476
16,16.3,5.9,6.2,5.62,-3.89777973456092
16,16.3,5.9,6.2,5.64,-4.40372542886109
16,16.3,5.9,6.2,5.66,-5.01151221006882
16,16.3,5.9,6.2,5.68,-5.74704906075015
16,16.3,5.9,6.2,5.7,-6.64470231343466
16,16.3,5.9,6.2,5.72,-7.7514482277943
16,16.3,5.9,6.2,5.74,-9.13444523385729
16,16.3,5.9,6.2,5.76,-10.8959369121742
16,16.3,5.9,6.2,5.78,-13.2041981403541
16,16.3,5.9,6.2,5.8,-16.352799049001
16,16.3,5.9,6.2,5.82,-20.7045725576728
16,16.3,5.9,6.2,5.84,-23.7705475731814
16,16.3,5.9,6.2,5.86,-20.0734533791871
16,16.3,5.9,6.2,5.88,-16.1292124732143
16,16.3,5.9,6.2,5.9,-13.3320812236287
16,16.3,5.9,6.2,5.92,-11.2850271250085
16,16.3,5.9,6.2,5.94,-9.7190114579477
16,16.3,5.9,6.2,5.96,-8.48081071559077
16,16.3,5.9,6.2,5.98,-7.47813747427481
16,16.3,5.9,6.2,6,-6.65168237803908
16,16.3,5.9,6.2,6.02,-5.96120441914674
16,16.3,5.9,6.2,6.04,-5.3781816072217
16,16.3,5.9,6.2,6.06,-4.88167380693874
16,16.3,5.9,6.2,6.08,-4.45586218313303
16,16.3,5.9,6.2,6.1,-4.08851633623353
16,16.3,5.9,6.2,6.12,-3.77000060121294
16,16.3,5.9,6.2,6.14,-3.49260684416758
16,16.3,5.9,6.2,6.16,-3.25009208752749
16,16.3,5.9,6.2,6.18,-3.03734878345455
16,16.3,5.9,6.2,6.2,-2.8501635759203
16,16.3,5.9,6.2,6.22,-2.68503677808927
16,16.3,5.9,6.2,6.24,-2.53904463292908
16,16.3,5.9,6.2,6.26,-2.40973247621522
16,16.3,5.9,6.2,6.28,-2.29503072606745
16,16.3,5.9,6.2,6.3,-2.19318807012274
16,16.3,5.9,6.2,6.32,-2.10271783201969
16,16.3,5.9,6.2,6.34,-2.02235458450863
16,16.3,5.9,6.2,6.36,-1.95101882604566
16,16.3,5.9,6.2,6.38,-1.88778806744318
16,16.3,5.9,6.2,6.4,-1.83187305780818
16,16.3,5.9,6.2,6.42,-1.7825981609914
16,16.3,5.9,6.2,6.44,-1.73938510526492
16,16.3,5.9,6.2,6.46,-1.70173948998885
16,16.3,5.9,6.2,6.48,-1.66923955723707
16,16.3,5.9,6.2,6.5,-1.64152683318823
16,16.3,5.9,6.5,5.5,-2.17141007915296
16,16.3,5.9,6.5,5.52,-2.36349882587695
16,16.3,5.9,6.5,5.54,-2.58576520859859
16,16.3,5.9,6.5,5.56,-2.84417175207669
16,16.3,5.9,6.5,5.58,-3.14611954859991
16,16.3,5.9,6.5,5.6,-3.50084639446436
16,16.3,5.9,6.5,5.62,-3.91995148708387
16,16.3,5.9,6.5,5.64,-4.418098908024
16,16.3,5.9,6.5,5.66,-5.01398671136372
16,16.3,5.9,6.5,5.68,-5.73173693684772
16,16.3,5.9,6.5,5.7,-6.60300151997386
16,16.3,5.9,6.5,5.72,-7.6703664230389
16,16.3,5.9,6.5,5.74,-8.99321837988527
16,16.3,5.9,6.5,5.76,-10.6583115833995
16,16.3,5.9,6.5,5.78,-12.7982370468571
16,16.3,5.9,6.5,5.8,-15.6104499206312
16,16.3,5.9,6.5,5.82,-19.2092056072515
16,16.3,5.9,6.5,5.84,-21.8685336336873
16,16.3,5.9,6.5,5.86,-19.7008733970634
16,16.3,5.9,6.5,5.88,-16.2454311886269
16,16.3,5.9,6.5,5.9,-13.5374856641204
16,16.3,5.9,6.5,5.92,-11.4961570543866
16,16.3,5.9,6.5,5.94,-9.91636803657917
16,16.3,5.9,6.5,5.96,-8.66028781903869
16,16.3,5.9,6.5,5.98,-7.63990233906983
16,16.3,5.9,6.5,6,-6.79711195390248
16,16.3,5.9,6.5,6.02,-6.09193647130824
16,16.3,5.9,6.5,6.04,-5.49580777013919
16,16.3,5.9,6.5,6.06,-4.98764640162923
16,16.3,5.9,6.5,6.08,-4.5514753323621
16,16.3,5.9,6.5,6.1,-4.17491250983385
16,16.3,5.9,6.5,6.12,-3.84818485784949
16,16.3,5.9,6.5,6.14,-3.56346236786285
16,16.3,5.9,6.5,6.16,-3.31439484717546
16,16.3,5.9,6.5,6.18,-3.09578070982594
16,16.3,5.9,6.5,6.2,-2.90332420253451
16,16.3,5.9,6.5,6.22,-2.73345346382416
16,16.3,5.9,6.5,6.24,-2.5831815205717
16,16.3,5.9,6.5,6.26,-2.44999833489048
16,16.3,5.9,6.5,6.28,-2.33178580938408
16,16.3,5.9,6.5,6.3,-2.22675010604474
16,16.3,5.9,6.5,6.32,-2.13336724704306
16,16.3,5.9,6.5,6.34,-2.05033905346634
16,16.3,5.9,6.5,6.36,-1.97655722913336
16,16.3,5.9,6.5,6.38,-1.91107392735065
16,16.3,5.9,6.5,6.4,-1.85307752187093
16,16.3,5.9,6.5,6.42,-1.80187258591736
16,16.3,5.9,6.5,6.44,-1.75686329520386
16,16.3,5.9,6.5,6.46,-1.71753963249364
16,16.3,5.9,6.5,6.48,-1.68346589601988
16,16.3,5.9,6.5,6.5,-1.65427111149637
16,16.3,5.9,6.8,5.5,-2.15445806016385
16,16.3,5.9,6.8,5.52,-2.3409035776532
16,16.3,5.9,6.8,5.54,-2.55607851339688
16,16.3,5.9,6.8,5.56,-2.8055135444402
16,16.3,5.9,6.8,5.58,-3.0960390531022
16,16.3,5.9,6.8,5.6,-3.4361343799511
16,16.3,5.9,6.8,5.62,-3.83638374426229
16,16.3,5.9,6.8,5.64,-4.31007977822597
16,16.3,5.9,6.8,5.66,-4.87404013056569
16,16.3,5.9,6.8,5.68,-5.54974913102375
16,16.3,5.9,6.8,5.7,-6.36502693692117
16,16.3,5.9,6.8,5.72,-7.35660275234139
16,16.3,5.9,6.8,5.74,-8.57428353105376
16,16.3,5.9,6.8,5.76,-10.0878472376425
16,16.3,5.9,6.8,5.78,-11.997464554251
16,16.3,5.9,6.8,5.8,-14.4392906778789
16,16.3,5.9,6.8,5.82,-17.492081269263
